# market,state,center_zip,zipcode,zip_radius
BOSTON,MA,2108,2108,0
BOSTON,MA,2108,2109,0
BOSTON,MA,2108,2110,0
BOSTON,MA,2108,2111,0
BOSTON,MA,2108,2112,0
BOSTON,MA,2108,2113,0
BOSTON,MA,2108,2114,0
BOSTON,MA,2108,2115,0
BOSTON,MA,2108,2116,0
BOSTON,MA,2108,2117,0
BOSTON,MA,2108,2118,0
BOSTON,MA,2108,2119,0
BOSTON,MA,2108,2120,0
BOSTON,MA,2108,2121,0
BOSTON,MA,2108,2122,0
BOSTON,MA,2108,2124,0
BOSTON,MA,2108,2125,0
BOSTON,MA,2108,2127,0
BOSTON,MA,2108,2128,0
BOSTON,MA,2108,2133,0
BOSTON,MA,2108,2142,0
BOSTON,MA,2108,2163,0
BOSTON,MA,2108,2196,0
BOSTON,MA,2108,2199,0
BOSTON,MA,2108,2203,0
BOSTON,MA,2108,2205,0
BOSTON,MA,2108,2206,0
BOSTON,MA,2108,2210,0
BOSTON,MA,2108,2211,0
BOSTON,MA,2108,2212,0
BOSTON,MA,2108,2215,0
BOSTON,MA,2108,2293,0
HARTFORD,CT,6106,6101,0
HARTFORD,CT,6106,6102,0
HARTFORD,CT,6106,6103,0
HARTFORD,CT,6106,6105,0
HARTFORD,CT,6106,6106,0
HARTFORD,CT,6106,6112,0
HARTFORD,CT,6106,6114,0
HARTFORD,CT,6106,6115,0
HARTFORD,CT,6106,6120,0
HARTFORD,CT,6106,6123,0
HARTFORD,CT,6106,6132,0
HARTFORD,CT,6106,6141,0
HARTFORD,CT,6106,6152,0
HARTFORD,CT,6106,6156,0
HARTFORD,CT,6106,6183,0
New York,NY,10007,10001,0
New York,NY,10007,10001,0.7
New York,NY,10007,10001,2.6
New York,NY,10007,10002,0
New York,NY,10007,10002,1.1
New York,NY,10007,10003,0
New York,NY,10007,10003,1.5
New York,NY,10007,10004,0
New York,NY,10007,10004,1.6
New York,NY,10007,10005,0
New York,NY,10007,10005,0.6
New York,NY,10007,10006,0
New York,NY,10007,10006,0.6
New York,NY,10007,10007,0
New York,NY,10007,10008,0
New York,NY,10007,10009,0
New York,NY,10007,10009,1.7
Hartford,CT,6106,1001,20.6
New York,NY,10007,10010,0
New York,NY,10007,10010,2.1
New York,NY,10007,10011,0
New York,NY,10007,10011,1.9
New York,NY,10007,10012,0
New York,NY,10007,10012,0.9
New York,NY,10007,10013,0
New York,NY,10007,10013,0.4
New York,NY,10007,10014,0
New York,NY,10007,10014,1.4
New York,NY,10007,10016,0
New York,NY,10007,10016,2.7
New York,NY,10007,10017,0
New York,NY,10007,10017,3.2
New York,NY,10007,10018,0
New York,NY,10007,10018,2.9
New York,NY,10007,10019,0
New York,NY,10007,10019,3.7
New York,NY,10007,10020,0
New York,NY,10007,10020,3.4
New York,NY,10007,10021,0
New York,NY,10007,10021,4.4
New York,NY,10007,10022,0
New York,NY,10007,10022,3.7
New York,NY,10007,10023,0
New York,NY,10007,10023,4.4
New York,NY,10007,10024,0
New York,NY,10007,10024,5.2
New York,NY,10007,10025,0
New York,NY,10007,10025,6.1
New York,NY,10007,10026,0
New York,NY,10007,10026,6.7
New York,NY,10007,10027,0
New York,NY,10007,10027,7.3
New York,NY,10007,10028,0
New York,NY,10007,10028,5.1
New York,NY,10007,10029,0
New York,NY,10007,10029,6.2
New York,NY,10007,10030,0
New York,NY,10007,10030,7.9
New York,NY,10007,10031,0
New York,NY,10007,10031,8.3
New York,NY,10007,10032,0
New York,NY,10007,10032,9.4
New York,NY,10007,10033,0
New York,NY,10007,10033,10
New York,NY,10007,10034,0
New York,NY,10007,10034,11.5
New York,NY,10007,10035,0
New York,NY,10007,10035,7.2
New York,NY,10007,10036,0
New York,NY,10007,10036,3.2
New York,NY,10007,10037,0
New York,NY,10007,10037,7.8
New York,NY,10007,10038,0
New York,NY,10007,10038,0.4
New York,NY,10007,10039,0
New York,NY,10007,10039,8.5
New York,NY,10007,10040,0
New York,NY,10007,10040,10.8
New York,NY,10007,10041,0
New York,NY,10007,10041,0.8
New York,NY,10007,10043,0
New York,NY,10007,10044,0
New York,NY,10007,10044,4.5
New York,NY,10007,10045,0
New York,NY,10007,10048,0.3
New York,NY,10007,10055,0
New York,NY,10007,10065,0
New York,NY,10007,10069,0
New York,NY,10007,10069,4.3
New York,NY,10007,10075,0
New York,NY,10007,10080,0
New York,NY,10007,10081,0
New York,NY,10007,10087,0
New York,NY,10007,10101,0
New York,NY,10007,10102,0
New York,NY,10007,10103,0
New York,NY,10007,10103,3.5
New York,NY,10007,10104,0
New York,NY,10007,10105,0
New York,NY,10007,10106,0
New York,NY,10007,10107,0
New York,NY,10007,10108,0
New York,NY,10007,10110,0
New York,NY,10007,10111,0
New York,NY,10007,10111,3.4
New York,NY,10007,10112,0
New York,NY,10007,10112,3.4
New York,NY,10007,10113,0
New York,NY,10007,10115,0
New York,NY,10007,10115,7
New York,NY,10007,10117,0
New York,NY,10007,10118,0
New York,NY,10007,10119,0
New York,NY,10007,10119,2.6
New York,NY,10007,10120,0
New York,NY,10007,10121,0
New York,NY,10007,10122,0
New York,NY,10007,10123,0
New York,NY,10007,10126,0
New York,NY,10007,10128,0
New York,NY,10007,10128,5.5
Hartford,CT,6106,1013,28.2
Hartford,CT,6106,1014,28.2
New York,NY,10007,10150,0
New York,NY,10007,10151,0
New York,NY,10007,10152,0
New York,NY,10007,10152,3.5
New York,NY,10007,10153,0
New York,NY,10007,10153,3.8
New York,NY,10007,10154,0
New York,NY,10007,10154,3.5
New York,NY,10007,10155,0
New York,NY,10007,10156,0
New York,NY,10007,10158,0
New York,NY,10007,10159,0
New York,NY,10007,10162,4.9
New York,NY,10007,10163,0
New York,NY,10007,10165,0
New York,NY,10007,10165,3
New York,NY,10007,10166,0
New York,NY,10007,10167,0
New York,NY,10007,10167,3.2
New York,NY,10007,10168,0
New York,NY,10007,10169,0
New York,NY,10007,10169,3.2
New York,NY,10007,10170,0
New York,NY,10007,10170,3.1
New York,NY,10007,10171,0
New York,NY,10007,10171,3.3
New York,NY,10007,10172,0
New York,NY,10007,10172,3.3
New York,NY,10007,10173,0
New York,NY,10007,10173,3.1
New York,NY,10007,10174,0
New York,NY,10007,10175,0
New York,NY,10007,10176,0
New York,NY,10007,10177,0
New York,NY,10007,10177,3.2
New York,NY,10007,10178,0
New York,NY,10007,10185,0
Hartford,CT,6106,1020,28.2
Hartford,CT,6106,1021,28.2
Hartford,CT,6106,1022,28.2
New York,NY,10007,10260,0
New York,NY,10007,10268,0
New York,NY,10007,10270,0
New York,NY,10007,10271,0
New York,NY,10007,10271,0.5
New York,NY,10007,10274,0
New York,NY,10007,10278,0
New York,NY,10007,10278,0.2
New York,NY,10007,10279,0
New York,NY,10007,10279,0.1
Hartford,CT,6106,1028,22.2
New York,NY,10007,10280,0
New York,NY,10007,10280,0.7
New York,NY,10007,10281,0
New York,NY,10007,10282,0
New York,NY,10007,10282,0.4
New York,NY,10007,10285,0
New York,NY,10007,10286,0
Hartford,CT,6106,1030,20.7
New York,NY,10007,10301,7.3
New York,NY,10007,10301,13.9
New York,NY,10007,10302,8.9
New York,NY,10007,10302,13.9
New York,NY,10007,10303,10.1
New York,NY,10007,10303,13.9
New York,NY,10007,10304,8.6
New York,NY,10007,10304,13.9
New York,NY,10007,10305,8.8
New York,NY,10007,10305,13.9
New York,NY,10007,10306,11.6
New York,NY,10007,10306,13.9
New York,NY,10007,10307,13.9
New York,NY,10007,10307,18.9
New York,NY,10007,10308,13.6
New York,NY,10007,10308,13.9
New York,NY,10007,10309,13.9
New York,NY,10007,10309,16.7
New York,NY,10007,10310,8.1
New York,NY,10007,10310,13.9
New York,NY,10007,10311,13.9
New York,NY,10007,10312,13.9
New York,NY,10007,10312,14.8
New York,NY,10007,10314,10.4
New York,NY,10007,10314,13.9
Hartford,CT,6106,1036,24.6
New York,NY,10007,10451,8.5
New York,NY,10007,10451,8.9
New York,NY,10007,10452,8.9
New York,NY,10007,10452,9.7
New York,NY,10007,10453,8.9
New York,NY,10007,10453,10.8
New York,NY,10007,10454,7.9
New York,NY,10007,10454,8.9
New York,NY,10007,10455,8.7
New York,NY,10007,10455,8.9
New York,NY,10007,10456,8.9
New York,NY,10007,10456,9.5
New York,NY,10007,10457,8.9
New York,NY,10007,10457,10.8
New York,NY,10007,10458,8.9
New York,NY,10007,10458,12.1
New York,NY,10007,10459,8.9
New York,NY,10007,10459,9.7
New York,NY,10007,10460,8.9
New York,NY,10007,10460,11
New York,NY,10007,10461,8.9
New York,NY,10007,10461,12.5
New York,NY,10007,10462,8.9
New York,NY,10007,10462,11.8
New York,NY,10007,10463,8.9
New York,NY,10007,10463,12.6
New York,NY,10007,10464,8.9
New York,NY,10007,10464,15.1
New York,NY,10007,10465,8.9
New York,NY,10007,10465,12.6
New York,NY,10007,10466,8.9
New York,NY,10007,10466,14.8
New York,NY,10007,10467,8.9
New York,NY,10007,10467,13.1
New York,NY,10007,10468,8.9
New York,NY,10007,10468,12
New York,NY,10007,10469,8.9
New York,NY,10007,10469,13.5
New York,NY,10007,10470,8.9
New York,NY,10007,10470,15
New York,NY,10007,10471,8.9
New York,NY,10007,10471,14
New York,NY,10007,10472,8.9
New York,NY,10007,10472,10.8
New York,NY,10007,10473,8.9
New York,NY,10007,10473,10.6
New York,NY,10007,10474,8.9
New York,NY,10007,10474,9.3
New York,NY,10007,10475,8.9
New York,NY,10007,10475,14.8
New York,NY,10007,10502,19.3
New York,NY,10007,10510,28.3
New York,NY,10007,10522,19.3
New York,NY,10007,10523,23.2
New York,NY,10007,10528,20.9
New York,NY,10007,10530,20.9
New York,NY,10007,10532,25.7
New York,NY,10007,10533,21.3
New York,NY,10007,10538,17.7
New York,NY,10007,10543,19.1
New York,NY,10007,10545,29.1
New York,NY,10007,10550,13.9
New York,NY,10007,10550,16
New York,NY,10007,10551,13.9
New York,NY,10007,10552,13.9
New York,NY,10007,10552,17.3
New York,NY,10007,10553,13.9
New York,NY,10007,10553,16.6
Hartford,CT,6106,1057,28.9
New York,NY,10007,10570,28.1
New York,NY,10007,10573,24.5
New York,NY,10007,10577,24.7
New York,NY,10007,10580,22
New York,NY,10007,10583,19.4
New York,NY,10007,10591,24.4
New York,NY,10007,10594,27.7
New York,NY,10007,10595,25.6
New York,NY,10007,10601,22.6
New York,NY,10007,10602,22.6
New York,NY,10007,10603,22.6
New York,NY,10007,10604,23.6
New York,NY,10007,10604,24.7
New York,NY,10007,10605,22.6
New York,NY,10007,10606,22.6
New York,NY,10007,10607,22.6
New York,NY,10007,10701,14.4
New York,NY,10007,10701,17.1
New York,NY,10007,10702,14.4
New York,NY,10007,10703,14.4
New York,NY,10007,10703,18
New York,NY,10007,10704,14.4
New York,NY,10007,10704,16.1
New York,NY,10007,10705,14.4
New York,NY,10007,10705,15.3
New York,NY,10007,10706,17.7
New York,NY,10007,10707,16.7
New York,NY,10007,10707,16.9
New York,NY,10007,10707,19.4
New York,NY,10007,10708,15.4
New York,NY,10007,10708,18
New York,NY,10007,10709,16.9
New York,NY,10007,10709,19.5
Hartford,CT,6106,1071,28.6
New York,NY,10007,10710,14.4
New York,NY,10007,10710,19.3
Hartford,CT,6106,1077,20.5
New York,NY,10007,10801,15.8
New York,NY,10007,10801,18.1
New York,NY,10007,10802,15.8
New York,NY,10007,10803,14
New York,NY,10007,10803,16.7
New York,NY,10007,10804,15.8
New York,NY,10007,10804,19.7
New York,NY,10007,10805,15.8
New York,NY,10007,10805,17.4
Hartford,CT,6106,1085,26.1
Hartford,CT,6106,1086,26.1
Hartford,CT,6106,1089,24.2
Hartford,CT,6106,1090,24.2
New York,NY,10007,10901,28.5
New York,NY,10007,10913,22.2
New York,NY,10007,10920,28.2
Hartford,CT,6106,1095,28
New York,NY,10007,10952,25.5
New York,NY,10007,10954,24.2
New York,NY,10007,10956,28.2
New York,NY,10007,10960,24.1
New York,NY,10007,10962,20.6
New York,NY,10007,10964,18.9
New York,NY,10007,10965,21.7
New York,NY,10007,10976,19.1
New York,NY,10007,10977,25.8
New York,NY,10007,10983,19.4
New York,NY,10007,10989,26.1
New York,NY,10007,10994,24
New York,NY,10007,11001,14.3
New York,NY,10007,11001,15.9
New York,NY,10007,11002,14.3
New York,NY,10007,11003,14.9
New York,NY,10007,11003,16
New York,NY,10007,11004,14.3
New York,NY,10007,11004,15.7
New York,NY,10007,11005,15.6
Hartford,CT,6106,1101,24.2
New York,NY,10007,11010,16.6
New York,NY,10007,11010,17.4
Hartford,CT,6106,1102,24.2
New York,NY,10007,11020,13.7
New York,NY,10007,11020,15.6
New York,NY,10007,11021,13.7
New York,NY,10007,11021,15.6
New York,NY,10007,11022,13.7
New York,NY,10007,11023,13.7
New York,NY,10007,11023,15.5
New York,NY,10007,11024,13.7
New York,NY,10007,11024,15.5
Hartford,CT,6106,1103,24.2
New York,NY,10007,11030,15.8
New York,NY,10007,11030,17.6
Hartford,CT,6106,1104,24.2
New York,NY,10007,11040,13.7
New York,NY,10007,11040,15.7
New York,NY,10007,11040,17.3
New York,NY,10007,11042,15.7
New York,NY,10007,11042,16.7
Hartford,CT,6106,1105,24.2
New York,NY,10007,11050,18.4
Hartford,CT,6106,1106,21.2
Hartford,CT,6106,1107,24.2
Hartford,CT,6106,1108,24.2
Hartford,CT,6106,1109,24.2
New York,NY,10007,11096,14
New York,NY,10007,11096,14.7
New York,NY,10007,11096,15.2
New York,NY,10007,11101,2.4
New York,NY,10007,11101,3.7
New York,NY,10007,11101,4.2
New York,NY,10007,11102,3.7
New York,NY,10007,11102,5.8
New York,NY,10007,11103,3.7
New York,NY,10007,11103,6
New York,NY,10007,11104,3.4
New York,NY,10007,11104,5
New York,NY,10007,11105,3.7
New York,NY,10007,11105,6.6
New York,NY,10007,11106,3.7
New York,NY,10007,11106,5.1
New York,NY,10007,11109,2.4
Hartford,CT,6106,1111,24.2
New York,NY,10007,11120,2.4
Hartford,CT,6106,1115,24.2
Hartford,CT,6106,1118,24.2
Hartford,CT,6106,1119,24.2
New York,NY,10007,11201,1.6
New York,NY,10007,11201,6.3
New York,NY,10007,11202,6.3
New York,NY,10007,11203,6
New York,NY,10007,11203,6.3
New York,NY,10007,11204,6.3
New York,NY,10007,11204,6.7
New York,NY,10007,11205,2.6
New York,NY,10007,11205,6.3
New York,NY,10007,11206,3.5
New York,NY,10007,11206,6.3
New York,NY,10007,11207,6.3
New York,NY,10007,11207,6.7
New York,NY,10007,11208,6.3
New York,NY,10007,11208,7.6
New York,NY,10007,11209,6.3
New York,NY,10007,11209,6.4
New York,NY,10007,11210,6.3
New York,NY,10007,11210,6.8
New York,NY,10007,11211,2.8
New York,NY,10007,11211,6.3
New York,NY,10007,11212,6.1
New York,NY,10007,11212,6.3
New York,NY,10007,11213,4.9
New York,NY,10007,11213,6.3
New York,NY,10007,11214,6.3
New York,NY,10007,11214,8
New York,NY,10007,11215,3.5
New York,NY,10007,11215,6.3
New York,NY,10007,11216,3.9
New York,NY,10007,11216,6.3
New York,NY,10007,11217,2.7
New York,NY,10007,11217,6.3
New York,NY,10007,11218,5.1
New York,NY,10007,11218,6.3
New York,NY,10007,11219,5.7
New York,NY,10007,11219,6.3
New York,NY,10007,11220,5.1
New York,NY,10007,11220,6.3
New York,NY,10007,11221,4.5
New York,NY,10007,11221,6.3
New York,NY,10007,11222,3.3
New York,NY,10007,11222,6.3
New York,NY,10007,11223,6.3
New York,NY,10007,11223,8.3
New York,NY,10007,11224,6.3
New York,NY,10007,11224,9.6
New York,NY,10007,11225,4.5
New York,NY,10007,11225,6.3
New York,NY,10007,11226,5.5
New York,NY,10007,11226,6.3
New York,NY,10007,11228,6.3
New York,NY,10007,11228,6.7
New York,NY,10007,11229,6.3
New York,NY,10007,11229,8.7
New York,NY,10007,11230,6.3
New York,NY,10007,11230,6.7
New York,NY,10007,11231,2.5
New York,NY,10007,11231,6.3
New York,NY,10007,11232,4.1
New York,NY,10007,11232,6.3
New York,NY,10007,11233,5.3
New York,NY,10007,11233,6.3
New York,NY,10007,11234,6.3
New York,NY,10007,11234,8
New York,NY,10007,11235,6.3
New York,NY,10007,11235,9.5
New York,NY,10007,11236,6.3
New York,NY,10007,11236,7.5
New York,NY,10007,11237,4.6
New York,NY,10007,11237,6.3
New York,NY,10007,11238,3.3
New York,NY,10007,11238,6.3
New York,NY,10007,11239,6.3
New York,NY,10007,11239,8.2
New York,NY,10007,11241,6.3
New York,NY,10007,11242,6.3
New York,NY,10007,11243,6.3
New York,NY,10007,11245,6.3
Hartford,CT,6106,1128,24.2
Hartford,CT,6106,1129,24.2
New York,NY,10007,11351,8.3
New York,NY,10007,11352,8.3
New York,NY,10007,11354,8.3
New York,NY,10007,11354,10.2
New York,NY,10007,11355,8.3
New York,NY,10007,11355,10.1
New York,NY,10007,11356,7.9
New York,NY,10007,11356,9.9
New York,NY,10007,11357,9.5
New York,NY,10007,11357,11.4
New York,NY,10007,11358,8.3
New York,NY,10007,11358,11.5
New York,NY,10007,11359,11.1
New York,NY,10007,11360,11.1
New York,NY,10007,11360,12.7
New York,NY,10007,11361,11.1
New York,NY,10007,11361,12.7
New York,NY,10007,11362,12.8
New York,NY,10007,11362,14.7
New York,NY,10007,11363,12.8
New York,NY,10007,11363,14.2
New York,NY,10007,11364,11.6
New York,NY,10007,11364,11.9
New York,NY,10007,11364,13.1
New York,NY,10007,11365,10.1
New York,NY,10007,11365,11.4
New York,NY,10007,11366,10.1
New York,NY,10007,11366,11.2
New York,NY,10007,11367,8.3
New York,NY,10007,11367,9.8
New York,NY,10007,11368,6.9
New York,NY,10007,11368,8.1
New York,NY,10007,11369,5.8
New York,NY,10007,11369,7.9
New York,NY,10007,11370,5.8
New York,NY,10007,11370,7
New York,NY,10007,11371,8
New York,NY,10007,11371,8.3
New York,NY,10007,11372,5.3
New York,NY,10007,11372,6.9
New York,NY,10007,11373,6.9
New York,NY,10007,11373,7
New York,NY,10007,11374,6.7
New York,NY,10007,11374,7.7
New York,NY,10007,11375,7.5
New York,NY,10007,11375,8.5
New York,NY,10007,11377,4.2
New York,NY,10007,11377,5.8
New York,NY,10007,11378,4.4
New York,NY,10007,11378,5.5
New York,NY,10007,11379,6
New York,NY,10007,11379,6.7
New York,NY,10007,11385,6.1
New York,NY,10007,11385,7
Hartford,CT,6106,1139,24.2
New York,NY,10007,11390,8.3
New York,NY,10007,11405,10.6
New York,NY,10007,11411,13.6
New York,NY,10007,11411,14.3
New York,NY,10007,11412,12.3
New York,NY,10007,11412,13
New York,NY,10007,11413,13.3
New York,NY,10007,11413,13.8
New York,NY,10007,11414,9.4
New York,NY,10007,11414,9.7
New York,NY,10007,11415,8.6
New York,NY,10007,11415,9.3
New York,NY,10007,11416,8.5
New York,NY,10007,11416,8.6
New York,NY,10007,11417,8.6
New York,NY,10007,11417,8.9
New York,NY,10007,11418,8.5
New York,NY,10007,11418,9.2
New York,NY,10007,11419,9.4
New York,NY,10007,11419,9.9
New York,NY,10007,11420,10.2
New York,NY,10007,11420,10.5
New York,NY,10007,11421,7.6
New York,NY,10007,11421,8
New York,NY,10007,11422,14.3
New York,NY,10007,11422,14.7
New York,NY,10007,11423,11.5
New York,NY,10007,11423,12.5
New York,NY,10007,11426,13.8
New York,NY,10007,11426,15
New York,NY,10007,11427,12.8
New York,NY,10007,11427,13.6
New York,NY,10007,11428,12.8
New York,NY,10007,11428,13.9
New York,NY,10007,11429,12.8
New York,NY,10007,11429,14.1
New York,NY,10007,11430,10.6
New York,NY,10007,11430,12
New York,NY,10007,11431,10.6
New York,NY,10007,11432,10.6
New York,NY,10007,11432,11.2
New York,NY,10007,11433,10.6
New York,NY,10007,11433,11.6
New York,NY,10007,11434,0
New York,NY,10007,11434,10.6
New York,NY,10007,11434,12.6
New York,NY,10007,11435,10.4
New York,NY,10007,11435,10.6
New York,NY,10007,11436,10.6
New York,NY,10007,11436,11.4
New York,NY,10007,11439,10.6
Hartford,CT,6106,1144,24.2
New York,NY,10007,11451,10.6
New York,NY,10007,11501,18.1
New York,NY,10007,11501,19.5
New York,NY,10007,11507,17.4
New York,NY,10007,11507,19.1
New York,NY,10007,11509,17
Hartford,CT,6106,1151,28.1
New York,NY,10007,11510,20.8
New York,NY,10007,11514,19.5
New York,NY,10007,11516,15.8
New York,NY,10007,11518,18.3
New York,NY,10007,11518,18.6
New York,NY,10007,11520,22.1
New York,NY,10007,11530,18.6
New York,NY,10007,11530,19.2
New York,NY,10007,11542,20.5
New York,NY,10007,11545,21.6
New York,NY,10007,11548,19.5
New York,NY,10007,11549,19.4
New York,NY,10007,11550,19.4
New York,NY,10007,11552,17.9
New York,NY,10007,11552,18.6
New York,NY,10007,11553,20.9
New York,NY,10007,11554,22.3
New York,NY,10007,11555,20.9
New York,NY,10007,11556,20.9
New York,NY,10007,11557,17.2
New York,NY,10007,11557,17.3
New York,NY,10007,11558,20.1
New York,NY,10007,11559,16
New York,NY,10007,11559,17.4
New York,NY,10007,11560,22.6
New York,NY,10007,11561,20
New York,NY,10007,11561,21.1
New York,NY,10007,11563,17.5
New York,NY,10007,11563,18
New York,NY,10007,11565,17.2
New York,NY,10007,11565,17.7
New York,NY,10007,11566,23.2
New York,NY,10007,11568,20.5
New York,NY,10007,11568,21.5
New York,NY,10007,11569,23.9
New York,NY,10007,11570,19
New York,NY,10007,11570,19.7
New York,NY,10007,11571,19
New York,NY,10007,11572,19.9
New York,NY,10007,11575,21.5
New York,NY,10007,11576,18.4
New York,NY,10007,11576,19.4
New York,NY,10007,11577,18.3
New York,NY,10007,11577,19.9
New York,NY,10007,11579,19
New York,NY,10007,11580,15.6
New York,NY,10007,11580,16.2
New York,NY,10007,11581,15.6
New York,NY,10007,11581,16.1
New York,NY,10007,11582,15.6
New York,NY,10007,11590,21.5
New York,NY,10007,11596,18
New York,NY,10007,11596,19.3
New York,NY,10007,11598,16.4
New York,NY,10007,11598,16.5
New York,NY,10007,11691,14
New York,NY,10007,11691,15.2
New York,NY,10007,11692,13.9
New York,NY,10007,11692,14.6
New York,NY,10007,11693,12.8
New York,NY,10007,11693,14
New York,NY,10007,11694,12.7
New York,NY,10007,11694,13.9
New York,NY,10007,11697,11.9
New York,NY,10007,11709,25.7
New York,NY,10007,11710,24.2
New York,NY,10007,11714,26.1
New York,NY,10007,11724,29
New York,NY,10007,11732,24.6
New York,NY,10007,11735,29.1
New York,NY,10007,11753,23.5
New York,NY,10007,11756,24.6
New York,NY,10007,11758,27.4
New York,NY,10007,11762,28.6
New York,NY,10007,11771,25.2
New York,NY,10007,11773,26
New York,NY,10007,11783,26.4
New York,NY,10007,11791,26
New York,NY,10007,11793,25.3
New York,NY,10007,11797,27.4
New York,NY,10007,11801,24.1
New York,NY,10007,11802,24.1
New York,NY,10007,11803,26.9
New York,NY,10007,11804,27.6
Hartford,CT,6106,1199,24.2
Buffalo,NY,14202,14001,18.1
Buffalo,NY,14202,14004,16.5
Buffalo,NY,14202,14004,18.3
Buffalo,NY,14202,14006,19.5
Buffalo,NY,14202,14006,21.3
Buffalo,NY,14202,14008,29.9
Buffalo,NY,14202,14011,28.3
Buffalo,NY,14202,14025,19.3
Buffalo,NY,14202,14025,20.6
Buffalo,NY,14202,14026,7.7
Buffalo,NY,14202,14026,10.5
Buffalo,NY,14202,14031,12.3
Buffalo,NY,14202,14031,14.9
Buffalo,NY,14202,14032,14
Buffalo,NY,14202,14032,15.4
Buffalo,NY,14202,14033,18.8
Buffalo,NY,14202,14043,3.9
Buffalo,NY,14202,14043,6.6
Buffalo,NY,14202,14043,9.1
Buffalo,NY,14202,14043,10.4
Buffalo,NY,14202,14047,14.3
Buffalo,NY,14202,14047,17.3
Buffalo,NY,14202,14051,11.4
Buffalo,NY,14202,14051,13
Buffalo,NY,14202,14052,15.7
Buffalo,NY,14202,14052,16.3
Buffalo,NY,14202,14055,27.4
Buffalo,NY,14202,14056,27
Buffalo,NY,14202,14057,16.2
Buffalo,NY,14202,14057,18.3
Buffalo,NY,14202,14059,11.3
Buffalo,NY,14202,14059,12.5
Buffalo,NY,14202,14068,9.1
Buffalo,NY,14202,14068,11.3
Buffalo,NY,14202,14072,9.6
Buffalo,NY,14202,14072,10.1
Buffalo,NY,14202,14075,10.7
Buffalo,NY,14202,14075,13.3
Buffalo,NY,14202,14080,23.4
Buffalo,NY,14202,14085,12
Buffalo,NY,14202,14085,14.2
Buffalo,NY,14202,14086,10.4
Buffalo,NY,14202,14086,11.4
Buffalo,NY,14202,14092,20.1
Buffalo,NY,14202,14094,19.6
Buffalo,NY,14202,14095,19.6
Buffalo,NY,14202,14102,16.6
Buffalo,NY,14202,14105,26.6
Buffalo,NY,14202,14108,25.1
Buffalo,NY,14202,14109,18.6
Buffalo,NY,14202,14111,22.8
Buffalo,NY,14202,14120,11.2
Buffalo,NY,14202,14120,11.7
Buffalo,NY,14202,14127,10.8
Buffalo,NY,14202,14127,12
Buffalo,NY,14202,14132,16.8
Buffalo,NY,14202,14132,17.5
Buffalo,NY,14202,14139,19.9
Buffalo,NY,14202,14141,27.4
Buffalo,NY,14202,14145,24.1
Buffalo,NY,14202,14150,7.4
Buffalo,NY,14202,14150,8
Buffalo,NY,14202,14151,7.4
Buffalo,NY,14202,14170,17
Buffalo,NY,14202,14172,26.2
Buffalo,NY,14202,14174,24.8
Buffalo,NY,14202,14201,0
Buffalo,NY,14202,14201,0.8
Buffalo,NY,14202,14202,0
Buffalo,NY,14202,14203,0
Buffalo,NY,14202,14203,0.6
Buffalo,NY,14202,14204,0
Buffalo,NY,14202,14204,0.8
Buffalo,NY,14202,14205,0
Buffalo,NY,14202,14206,0
Buffalo,NY,14202,14206,3.4
Buffalo,NY,14202,14207,0
Buffalo,NY,14202,14207,4.3
Buffalo,NY,14202,14208,0
Buffalo,NY,14202,14208,2.4
Buffalo,NY,14202,14209,0
Buffalo,NY,14202,14209,2
Buffalo,NY,14202,14210,0
Buffalo,NY,14202,14210,2.7
Buffalo,NY,14202,14211,0
Buffalo,NY,14202,14211,3.1
Buffalo,NY,14202,14212,0
Buffalo,NY,14202,14212,2.8
Buffalo,NY,14202,14213,0
Buffalo,NY,14202,14213,2.2
Buffalo,NY,14202,14214,0
Buffalo,NY,14202,14214,4.3
Buffalo,NY,14202,14215,0
Buffalo,NY,14202,14215,4.7
Buffalo,NY,14202,14216,0
Buffalo,NY,14202,14216,4.5
Buffalo,NY,14202,14217,0
Buffalo,NY,14202,14217,5.7
Buffalo,NY,14202,14218,0
Buffalo,NY,14202,14218,5.3
Buffalo,NY,14202,14219,0
Buffalo,NY,14202,14219,7.1
Buffalo,NY,14202,14220,0
Buffalo,NY,14202,14220,4.1
Buffalo,NY,14202,14221,0
Buffalo,NY,14202,14221,6.2
Buffalo,NY,14202,14221,9.7
Buffalo,NY,14202,14222,0
Buffalo,NY,14202,14222,2.2
Buffalo,NY,14202,14223,0
Buffalo,NY,14202,14223,6.2
Buffalo,NY,14202,14224,0
Buffalo,NY,14202,14224,7.1
Buffalo,NY,14202,14225,0
Buffalo,NY,14202,14225,6.8
Buffalo,NY,14202,14226,0
Buffalo,NY,14202,14226,6.9
Buffalo,NY,14202,14227,0
Buffalo,NY,14202,14227,6.8
Buffalo,NY,14202,14228,0
Buffalo,NY,14202,14228,10.4
Buffalo,NY,14202,14231,0
Buffalo,NY,14202,14240,0
Buffalo,NY,14202,14260,0
Buffalo,NY,14202,14263,0
Buffalo,NY,14202,14301,16.3
Buffalo,NY,14202,14301,16.7
Buffalo,NY,14202,14302,16.3
Buffalo,NY,14202,14303,16
Buffalo,NY,14202,14303,16.3
Buffalo,NY,14202,14304,14.8
Buffalo,NY,14202,14304,16.3
Buffalo,NY,14202,14305,16.3
Buffalo,NY,14202,14305,17.8
Boston,MA,2108,1432,29.7
Boston,MA,2108,1451,28.2
