# market,state,center_zip,zipcode,zip_radius
Boston,MA,2108,2032,16.1
Boston,MA,2108,2032,17.4
Washington,DC,20006,20330,0
Washington,DC,20006,20332,4.9
Washington,DC,20006,20336,3.8
Washington,DC,20006,20340,0
Boston,MA,2108,2035,22.2
Washington,DC,20006,20375,5.3
Boston,MA,2108,2038,25.7
Washington,DC,20006,20380,0
Washington,DC,20006,20393,0
Washington,DC,20006,20395,0
Boston,MA,2108,2040,18.6
Washington,DC,20006,20401,0
Washington,DC,20006,20405,0
Washington,DC,20006,20407,0
Boston,MA,2108,2041,28.5
Washington,DC,20006,20410,0
Washington,DC,20006,20415,0
Washington,DC,20006,20416,0
Washington,DC,20006,20418,0
Washington,DC,20006,20419,0
Washington,DC,20006,20420,0
Washington,DC,20006,20423,0
Washington,DC,20006,20424,0
Washington,DC,20006,20425,0
Washington,DC,20006,20426,0
Boston,MA,2108,2043,12.8
Boston,MA,2108,2043,13.2
Washington,DC,20006,20431,0
Washington,DC,20006,20433,0
Washington,DC,20006,20436,0
Washington,DC,20006,20437,0
Boston,MA,2108,2045,10.8
Washington,DC,20006,20451,0
Washington,DC,20006,20463,0
Washington,DC,20006,20472,0
Boston,MA,2108,2048,24.7
Boston,MA,2108,2050,24.4
Washington,DC,20006,20500,0
Washington,DC,20006,20502,0
Washington,DC,20006,20503,0
Washington,DC,20006,20505,0
Washington,DC,20006,20506,0
Washington,DC,20006,20507,0
Washington,DC,20006,20508,0
Washington,DC,20006,20510,0
Washington,DC,20006,20515,0
Boston,MA,2108,2052,17
Boston,MA,2108,2052,17.1
Washington,DC,20006,20520,0
Washington,DC,20006,20523,0
Washington,DC,20006,20525,0
Washington,DC,20006,20526,0
Washington,DC,20006,20527,0
Washington,DC,20006,20528,0
Boston,MA,2108,2053,23.3
Washington,DC,20006,20530,0
Washington,DC,20006,20531,0
Washington,DC,20006,20534,0
Washington,DC,20006,20535,0
Washington,DC,20006,20536,0
Boston,MA,2108,2054,19.9
Washington,DC,20006,20540,0
Washington,DC,20006,20543,0
Washington,DC,20006,20544,0
Washington,DC,20006,20547,0
Washington,DC,20006,20548,0
Washington,DC,20006,20549,0
Washington,DC,20006,20551,0
Washington,DC,20006,20552,0
Washington,DC,20006,20554,0
Boston,MA,2108,2056,21.3
Washington,DC,20006,20560,0
Washington,DC,20006,20565,0
Washington,DC,20006,20570,0
Washington,DC,20006,20571,0
Washington,DC,20006,20573,0
Washington,DC,20006,20576,0
Washington,DC,20006,20577,0
Washington,DC,20006,20580,0
Washington,DC,20006,20581,0
Washington,DC,20006,20585,0
Baltimore,MD,21202,20588,13.2
Washington,DC,20006,20588,22.4
Boston,MA,2108,2059,20.9
Washington,DC,20006,20590,0
Washington,DC,20006,20591,0
Washington,DC,20006,20593,0
Washington,DC,20006,20594,0
Washington,DC,20006,20598,4.3
Washington,DC,20006,20598,7.6
Washington,DC,20006,20598,7.9
Washington,DC,20006,20598,8.4
Washington,DC,20006,20598,13.2
Washington,DC,20006,20598,17.6
Washington,DC,20006,20601,21.1
Washington,DC,20006,20602,21.1
Washington,DC,20006,20603,19
Washington,DC,20006,20603,21.1
Washington,DC,20006,20607,15.6
Washington,DC,20006,20607,16.3
Boston,MA,2108,2061,18.3
Boston,MA,2108,2061,18.9
Washington,DC,20006,20613,19.3
Washington,DC,20006,20613,20.2
Washington,DC,20006,20616,17.8
Washington,DC,20006,20616,18
Washington,DC,20006,20617,26.9
Boston,MA,2108,2062,13.5
Boston,MA,2108,2062,13.8
Washington,DC,20006,20623,15.3
Washington,DC,20006,20637,29.6
Washington,DC,20006,20640,27.7
Washington,DC,20006,20646,26.9
Boston,MA,2108,2066,18.6
Boston,MA,2108,2066,19.2
Boston,MA,2108,2067,17.9
Boston,MA,2108,2067,18
Washington,DC,20006,20695,21.7
Boston,MA,2108,2070,25.7
Baltimore,MD,21202,20701,14.1
Baltimore,MD,21202,20701,15.3
Washington,DC,20006,20701,20
Washington,DC,20006,20703,10.7
Baltimore,MD,21202,20703,25.1
Washington,DC,20006,20704,11.7
Baltimore,MD,21202,20704,22.4
Washington,DC,20006,20705,11.7
Washington,DC,20006,20705,12.3
Baltimore,MD,21202,20705,22.4
Washington,DC,20006,20706,10.7
Washington,DC,20006,20706,11.1
Baltimore,MD,21202,20706,25.1
Baltimore,MD,21202,20707,16.6
Washington,DC,20006,20707,16.8
Washington,DC,20006,20707,17.5
Baltimore,MD,21202,20707,19.5
Washington,DC,20006,20708,15.7
Baltimore,MD,21202,20708,16.6
Washington,DC,20006,20708,17.5
Baltimore,MD,21202,20709,16.6
Washington,DC,20006,20709,17.5
Washington,DC,20006,20710,6.4
Washington,DC,20006,20710,6.7
Baltimore,MD,21202,20710,28.5
Washington,DC,20006,20711,21.8
Washington,DC,20006,20712,4.6
Washington,DC,20006,20712,5.2
Baltimore,MD,21202,20712,29.7
Washington,DC,20006,20714,29.6
Washington,DC,20006,20715,15.3
Washington,DC,20006,20715,17
Baltimore,MD,21202,20715,22.7
Washington,DC,20006,20716,15.3
Washington,DC,20006,20716,17.2
Baltimore,MD,21202,20716,22.7
Washington,DC,20006,20718,15.3
Baltimore,MD,21202,20718,22.7
Boston,MA,2108,2072,16.2
Boston,MA,2108,2072,16.3
Washington,DC,20006,20720,15.1
Washington,DC,20006,20720,15.3
Baltimore,MD,21202,20720,22.7
Washington,DC,20006,20721,13.4
Washington,DC,20006,20721,15.3
Baltimore,MD,21202,20721,22.7
Washington,DC,20006,20722,5.1
Washington,DC,20006,20722,5.6
Baltimore,MD,21202,20722,29.8
Baltimore,MD,21202,20723,16.6
Baltimore,MD,21202,20723,17.5
Washington,DC,20006,20723,19.1
Baltimore,MD,21202,20724,16.6
Baltimore,MD,21202,20724,17.1
Washington,DC,20006,20724,17.5
Washington,DC,20006,20724,19.1
Baltimore,MD,21202,20725,16.6
Washington,DC,20006,20725,17.5
Washington,DC,20006,20731,8.7
Baltimore,MD,21202,20731,26.8
Washington,DC,20006,20733,27.7
Washington,DC,20006,20735,12.6
Washington,DC,20006,20735,12.7
Washington,DC,20006,20736,26.9
Washington,DC,20006,20737,7.5
Washington,DC,20006,20737,7.9
Baltimore,MD,21202,20737,27
Washington,DC,20006,20740,8
Washington,DC,20006,20740,9.3
Baltimore,MD,21202,20740,26.1
Washington,DC,20006,20741,8
Baltimore,MD,21202,20741,26.1
Washington,DC,20006,20742,8
Baltimore,MD,21202,20742,26.1
Washington,DC,20006,20743,7.3
Washington,DC,20006,20743,8.7
Baltimore,MD,21202,20743,26.8
Washington,DC,20006,20744,9.8
Washington,DC,20006,20744,10.2
Washington,DC,20006,20745,6.8
Washington,DC,20006,20745,7.3
Washington,DC,20006,20746,7.4
Washington,DC,20006,20746,7.9
Washington,DC,20006,20746,8.3
Washington,DC,20006,20747,8.7
Washington,DC,20006,20747,8.9
Washington,DC,20006,20748,7.6
Washington,DC,20006,20748,8.3
Washington,DC,20006,20751,26
Washington,DC,20006,20752,7.4
Washington,DC,20006,20753,8.7
Washington,DC,20006,20754,23.6
Baltimore,MD,21202,20755,15.1
Baltimore,MD,21202,20755,15.7
Washington,DC,20006,20755,19.2
Washington,DC,20006,20758,26.4
Washington,DC,20006,20759,18.1
Washington,DC,20006,20759,18.2
Washington,DC,20006,20762,10.1
Baltimore,MD,21202,20763,14.3
Baltimore,MD,21202,20763,16
Washington,DC,20006,20763,19.8
Washington,DC,20006,20764,28.6
Washington,DC,20006,20768,11
Baltimore,MD,21202,20768,23.5
Washington,DC,20006,20769,13.1
Washington,DC,20006,20769,13.6
Baltimore,MD,21202,20769,22.9
Washington,DC,20006,20770,11
Washington,DC,20006,20770,11.4
Baltimore,MD,21202,20770,23.5
Washington,DC,20006,20771,11
Baltimore,MD,21202,20771,23.5
Washington,DC,20006,20772,15.8
Washington,DC,20006,20772,16.1
Washington,DC,20006,20773,16.1
Washington,DC,20006,20774,12.7
Washington,DC,20006,20774,16.1
Washington,DC,20006,20776,22.8
Baltimore,MD,21202,20776,29.4
Baltimore,DC,20006,20777,19.3
Washington,DC,20006,20777,19.6
Washington,DC,20006,20778,25.8
Washington,DC,20006,20779,26.2
Washington,DC,20006,20781,6.7
Washington,DC,20006,20781,6.8
Baltimore,MD,21202,20781,27.5
Washington,DC,20006,20782,6.3
Washington,DC,20006,20782,6.8
Baltimore,MD,21202,20782,27.5
Washington,DC,20006,20783,6.8
Washington,DC,20006,20783,7.4
Baltimore,MD,21202,20783,27.5
Washington,DC,20006,20784,6.8
Washington,DC,20006,20784,9
Baltimore,MD,21202,20784,27.5
Washington,DC,20006,20785,6.8
Washington,DC,20006,20785,8.4
Baltimore,MD,21202,20785,27.5
Baltimore,MD,21202,20794,12.5
Baltimore,MD,21202,20794,14.3
Washington,DC,20006,20794,21.6
Boston,MA,2108,2081,17.4
Boston,MA,2108,2081,17.6
Washington,DC,20006,20810,6.8
Washington,DC,20006,20812,7.2
Washington,DC,20006,20812,7.5
Washington,DC,20006,20813,6.1
Washington,DC,20006,20814,6.8
Washington,DC,20006,20814,7.8
Washington,DC,20006,20815,6.1
Washington,DC,20006,20816,5.7
Washington,DC,20006,20816,6.8
Washington,DC,20006,20817,6.8
Washington,DC,20006,20817,8.5
Washington,DC,20006,20818,8.3
Washington,DC,20006,20818,8.4
Washington,DC,20006,20824,6.8
Washington,DC,20006,20827,6.8
Washington,DC,20006,20830,17.3
Baltimore,MD,21202,20830,25
Washington,DC,20006,20832,17.3
Washington,DC,20006,20832,17.9
Baltimore,MD,21202,20832,25
Washington,DC,20006,20833,19.8
Washington,DC,20006,20833,20.9
Baltimore,MD,21202,20833,23.2
Washington,DC,20006,20837,24.6
Washington,DC,20006,20838,28.3
Washington,DC,20006,20841,25.2
Washington,DC,20006,20842,29.7
Washington,DC,20006,20847,13.5
Washington,DC,20006,20849,13.5
Washington,DC,20006,20850,13.5
Washington,DC,20006,20850,15.2
Washington,DC,20006,20851,13.1
Washington,DC,20006,20851,13.5
Washington,DC,20006,20852,11.5
Washington,DC,20006,20852,13.5
Washington,DC,20006,20853,13.4
Washington,DC,20006,20853,13.5
Washington,DC,20006,20854,12.7
Washington,DC,20006,20854,12.8
Washington,DC,20006,20855,17.1
Washington,DC,20006,20855,17.2
Baltimore,MD,21202,20855,28.6
Washington,DC,20006,20857,13.5
Washington,DC,20006,20859,12.7
Washington,DC,20006,20860,17.1
Washington,DC,20006,20860,17.7
Baltimore,MD,21202,20860,22.8
Washington,DC,20006,20861,17.5
Washington,DC,20006,20861,17.6
Baltimore,MD,21202,20861,21.3
Washington,DC,20006,20862,19.2
Washington,DC,20006,20862,19.9
Baltimore,MD,21202,20862,21.5
Washington,DC,20006,20866,15
Washington,DC,20006,20866,15.2
Baltimore,MD,21202,20866,20.1
Washington,DC,20006,20868,15.4
Washington,DC,20006,20868,16.4
Baltimore,MD,21202,20868,21.4
Washington,DC,20006,20871,27.8
Washington,DC,20006,20872,28.4
Washington,DC,20006,20874,22.1
Washington,DC,20006,20875,22.1
Washington,DC,20006,20876,22.1
Washington,DC,20006,20877,18.4
Washington,DC,20006,20877,19.5
Washington,DC,20006,20877,20.4
Washington,DC,20006,20878,18.4
Washington,DC,20006,20878,19.5
Washington,DC,20006,20879,19.5
Washington,DC,20006,20880,17.8
Washington,DC,20006,20880,18.2
Washington,DC,20006,20882,19.5
Washington,DC,20006,20883,19.5
Washington,DC,20006,20885,19.5
Washington,DC,20006,20886,20.4
Washington,DC,20006,20889,6.8
Washington,DC,20006,20891,8.6
Baltimore,MD,21202,20891,29.7
Washington,DC,20006,20892,6.8
Washington,DC,20006,20895,8.6
Washington,DC,20006,20895,9.2
Baltimore,MD,21202,20895,29.7
Washington,DC,20006,20896,9.9
Washington,DC,20006,20898,19.5
Washington,DC,20006,20899,19.5
Boston,MA,2108,2090,11.9
Boston,MA,2108,2090,12.4
Washington,DC,20006,20901,5.5
Washington,DC,20006,20901,8.6
Washington,DC,20006,20901,8.9
Baltimore,MD,21202,20901,27.1
Baltimore,MD,21202,20901,29.2
Washington,DC,20006,20902,8.9
Washington,DC,20006,20902,9.9
Baltimore,MD,21202,20902,27.1
Washington,DC,20006,20903,8.7
Washington,DC,20006,20903,8.9
Baltimore,MD,21202,20903,27.1
Washington,DC,20006,20904,8.9
Washington,DC,20006,20904,12.3
Baltimore,MD,21202,20904,27.1
Washington,DC,20006,20905,8.9
Washington,DC,20006,20905,14.5
Baltimore,MD,21202,20905,27.1
Washington,DC,20006,20906,8.9
Washington,DC,20006,20906,12.5
Baltimore,MD,21202,20906,27.1
Washington,DC,20006,20907,8.9
Baltimore,MD,21202,20907,27.1
Washington,DC,20006,20910,7.1
Washington,DC,20006,20910,8.9
Baltimore,MD,21202,20910,27.1
Washington,DC,20006,20912,5.5
Washington,DC,20006,20912,6.3
Baltimore,MD,21202,20912,29.2
Washington,DC,20006,20913,5.5
Baltimore,MD,21202,20913,29.2
Washington,DC,20006,20914,8.9
Baltimore,MD,21202,20914,27.1
Washington,DC,20006,20918,8.9
Baltimore,MD,21202,20918,27.1
Boston,MA,2108,2093,25.7
Washington,DC,20006,20993,8.9
Baltimore,MD,21202,20993,27.1
Washington,DC,20006,20997,8.9
Baltimore,MD,21202,20997,27.1
Baltimore,MD,21202,21001,27.9
Baltimore,MD,21202,21005,27.1
Baltimore,MD,21202,21009,22.2
Baltimore,MD,21202,21010,18.2
Baltimore,MD,21202,21010,19.6
Baltimore,MD,21202,21012,18
Baltimore,MD,21202,21012,18.6
Baltimore,MD,21202,21013,15.9
Baltimore,MD,21202,21013,17.2
Baltimore,MD,21202,21014,24.2
Baltimore,MD,21202,21015,24.2
Baltimore,MD,21202,21017,25
Baltimore,MD,21202,21022,9.2
Baltimore,MD,21202,21028,28.5
Baltimore,MD,21202,21029,17.3
Baltimore,MD,21202,21029,18.9
Washington,DC,20006,21029,21.2
Baltimore,MD,21202,21030,12.7
Baltimore,MD,21202,21030,13.6
Baltimore,MD,21202,21030,13.8
Baltimore,MD,21202,21031,13.5
Baltimore,MD,21202,21031,13.6
Baltimore,MD,21202,21032,17.5
Baltimore,MD,21202,21032,17.8
Washington,DC,20006,21032,24.7
Washington,DC,20006,21035,21.6
Baltimore,MD,21202,21035,24.5
Baltimore,MD,21202,21036,19.7
Washington,DC,20006,21036,23
Washington,DC,20006,21037,26.2
Baltimore,MD,21202,21037,26.7
Baltimore,MD,21202,21040,18.6
Baltimore,MD,21202,21040,20.7
Baltimore,MD,21202,21041,10.5
Washington,DC,20006,21041,27.2
Baltimore,MD,21202,21042,10.5
Baltimore,MD,21202,21042,13.7
Washington,DC,20006,21042,27.2
Baltimore,MD,21202,21043,10.5
Baltimore,MD,21202,21043,10.8
Washington,DC,20006,21043,27.2
Baltimore,MD,21202,21044,13.2
Baltimore,MD,21202,21044,15.6
Washington,DC,20006,21044,22.4
Baltimore,MD,21202,21045,13.2
Washington,DC,20006,21045,22.4
Baltimore,MD,21202,21046,13.2
Baltimore,MD,21202,21046,15.6
Washington,DC,20006,21046,22.4
Baltimore,MD,21202,21047,18.3
Baltimore,MD,21202,21047,19.6
Baltimore,MD,21202,21048,20.5
Baltimore,MD,21202,21050,24.4
Baltimore,MD,21202,21051,14.7
Baltimore,MD,21202,21052,10.6
Baltimore,MD,21202,21053,28.1
Baltimore,MD,21202,21054,18.2
Washington,DC,20006,21054,20.7
Baltimore,MD,21202,21054,21.1
Baltimore,MD,21202,21056,18
Baltimore,MD,21202,21057,12.4
Baltimore,MD,21202,21057,13.3
Baltimore,MD,21202,21060,8.9
Baltimore,MD,21202,21060,9.3
Washington,DC,20006,21060,28.9
Baltimore,MD,21202,21061,8.9
Baltimore,MD,21202,21061,9.2
Washington,DC,20006,21061,28.9
Baltimore,MD,21202,21071,15.7
Baltimore,MD,21202,21071,16.4
Baltimore,MD,21202,21071,16.5
Baltimore,MD,21202,21074,25.4
Baltimore,MD,21202,21075,9.3
Baltimore,MD,21202,21075,10.4
Baltimore,MD,21202,21075,18.5
Washington,DC,20006,21075,19.4
Washington,DC,20006,21075,25
Baltimore,MD,21202,21076,9.3
Baltimore,MD,21202,21076,10.7
Washington,DC,20006,21076,25
Baltimore,MD,21202,21077,10.8
Boston,MA,2108,2108,0
Baltimore,MD,21202,21082,14.4
Baltimore,MD,21202,21084,24.5
Baltimore,MD,21202,21085,16.4
Baltimore,MD,21202,21085,18.4
Baltimore,MD,21202,21087,14.8
Baltimore,MD,21202,21087,16.1
Boston,MA,2108,2109,0
Boston,MA,2108,2109,0.6
Baltimore,MD,21202,21090,5.8
Baltimore,MD,21202,21090,6.7
Washington,DC,20006,21090,28.8
Baltimore,MD,21202,21093,9.7
Baltimore,MD,21202,21093,9.8
Baltimore,MD,21202,21094,9.7
Boston,MA,2108,2110,0
Boston,MA,2108,2110,0.5
Baltimore,MD,21202,21102,28.7
Baltimore,MD,21202,21104,12.3
Baltimore,MD,21202,21104,15
Baltimore,MD,21202,21104,16.8
Baltimore,MD,21202,21108,13.6
Baltimore,MD,21202,21108,13.9
Washington,DC,20006,21108,25.5
Boston,MA,2108,2111,0
Boston,MA,2108,2111,0.6
Baltimore,MD,21202,21111,19.3
Baltimore,MD,21202,21111,20.2
Baltimore,MD,21202,21113,15.9
Baltimore,MD,21202,21113,17.1
Washington,DC,20006,21113,19.8
Baltimore,MD,21202,21114,19.2
Washington,DC,20006,21114,20.5
Baltimore,MD,21202,21117,12
Baltimore,MD,21202,21117,12.7
Boston,MA,2108,2112,0
Baltimore,MD,21202,21120,24.6
Baltimore,MD,21202,21122,12.7
Baltimore,MD,21202,21122,13.4
Baltimore,MD,21202,21123,13.4
Baltimore,MD,21202,21128,11.2
Baltimore,MD,21202,21128,13.1
Boston,MA,2108,2113,0
Boston,MA,2108,2113,0.6
Baltimore,MD,21202,21131,14.5
Baltimore,MD,21202,21131,15.2
Baltimore,MD,21202,21133,11.2
Baltimore,MD,21202,21133,11.7
Baltimore,MD,21202,21136,16.4
Boston,MA,2108,2114,0
Boston,MA,2108,2114,0.3
Baltimore,MD,21202,21140,23.6
Washington,DC,20006,21140,24.3
Baltimore,MD,21202,21144,11.8
Baltimore,MD,21202,21144,12.4
Washington,DC,20006,21144,24.2
Baltimore,MD,21202,21146,15.1
Baltimore,MD,21202,21146,15.3
Washington,DC,20006,21146,28.4
Boston,MA,2108,2115,0
Boston,MA,2108,2115,1.8
Baltimore,MD,21202,21150,14.7
Washington,DC,20006,21150,21.2
Baltimore,MD,21202,21152,17.4
Baltimore,MD,21202,21152,17.9
Baltimore,MD,21202,21153,9.7
Baltimore,MD,21202,21154,29.5
Baltimore,MD,21202,21156,15.1
Baltimore,MD,21202,21157,29.1
Baltimore,MD,21202,21158,29.1
Boston,MA,2108,2116,0
Boston,MA,2108,2116,0.8
Baltimore,MD,21202,21161,26
Baltimore,MD,21202,21162,12.2
Baltimore,MD,21202,21162,14.4
Baltimore,MD,21202,21163,12.3
Baltimore,MD,21202,21163,13.3
Boston,MA,2108,2117,0
Boston,MA,2108,2118,0
Boston,MA,2108,2118,1.4
Boston,MA,2108,2119,0
Boston,MA,2108,2119,2.5
Boston,MA,2108,2120,0
Boston,MA,2108,2120,2.4
Baltimore,MD,21202,21201,0
Baltimore,MD,21202,21201,0.8
Baltimore,MD,21202,21202,0
Baltimore,MD,21202,21203,0
Baltimore,MD,21202,21204,7.6
Baltimore,MD,21202,21204,8.4
Baltimore,MD,21202,21205,0
Baltimore,MD,21202,21205,1.8
Baltimore,MD,21202,21206,0
Baltimore,MD,21202,21206,4.7
Baltimore,MD,21202,21207,5
Baltimore,MD,21202,21207,6.2
Baltimore,MD,21202,21208,8
Baltimore,MD,21202,21208,8.6
Baltimore,MD,21202,21209,0
Baltimore,MD,21202,21209,6
Boston,MA,2108,2121,0
Boston,MA,2108,2121,3.6
Baltimore,MD,21202,21210,0
Baltimore,MD,21202,21210,4.1
Baltimore,MD,21202,21211,0
Baltimore,MD,21202,21211,2.7
Baltimore,MD,21202,21212,0
Baltimore,MD,21202,21212,4.6
Baltimore,MD,21202,21213,0
Baltimore,MD,21202,21213,1.7
Baltimore,MD,21202,21214,0
Baltimore,MD,21202,21214,4.5
Baltimore,MD,21202,21215,0
Baltimore,MD,21202,21215,5.2
Baltimore,MD,21202,21216,0
Baltimore,MD,21202,21216,3.5
Baltimore,MD,21202,21217,0
Baltimore,MD,21202,21217,1.8
Baltimore,MD,21202,21218,0
Baltimore,MD,21202,21218,2
Baltimore,MD,21202,21219,9.7
Baltimore,MD,21202,21219,10.7
Boston,MA,2108,2122,0
Boston,MA,2108,2122,4.3
Baltimore,MD,21202,21220,10.6
Baltimore,MD,21202,21220,13.4
Baltimore,MD,21202,21221,8.3
Baltimore,MD,21202,21221,10.7
Baltimore,MD,21202,21222,5.8
Baltimore,MD,21202,21222,7.8
Baltimore,MD,21202,21223,0
Baltimore,MD,21202,21223,2.2
Baltimore,MD,21202,21224,0
Baltimore,MD,21202,21224,2.8
Baltimore,MD,21202,21225,4.6
Baltimore,MD,21202,21225,4.9
Baltimore,MD,21202,21226,6.3
Baltimore,MD,21202,21226,8.4
Baltimore,MD,21202,21227,5.3
Baltimore,MD,21202,21227,6.6
Washington,DC,20006,21227,27.5
Baltimore,MD,21202,21228,5.9
Baltimore,MD,21202,21228,7.2
Washington,DC,20006,21228,29.7
Baltimore,MD,21202,21229,0
Baltimore,MD,21202,21229,4.4
Baltimore,MD,21202,21230,0
Baltimore,MD,21202,21230,1.9
Baltimore,MD,21202,21231,0
Baltimore,MD,21202,21231,1
Baltimore,MD,21202,21234,7
Baltimore,MD,21202,21234,9.3
Baltimore,MD,21202,21235,0
Baltimore,MD,21202,21236,9.1
Baltimore,MD,21202,21236,10.4
Baltimore,MD,21202,21237,6.1
Baltimore,MD,21202,21237,8.5
Baltimore,MD,21202,21239,0
Baltimore,MD,21202,21239,4.7
Boston,MA,2108,2124,0
Boston,MA,2108,2124,4.9
Baltimore,MD,21202,21240,0
Baltimore,MD,21202,21241,0
Baltimore,MD,21202,21244,8.2
Baltimore,MD,21202,21244,8.9
Boston,MA,2108,2125,0
Boston,MA,2108,2125,2.9
Baltimore,MD,21202,21250,0
Baltimore,MD,21202,21251,0
Baltimore,MD,21202,21252,0
Boston,MA,2108,2126,5.7
Boston,MA,2108,2126,6.1
Boston,MA,2108,2126,7.6
Boston,MA,2108,2127,0
Boston,MA,2108,2127,1.8
Baltimore,MD,21202,21275,0
Baltimore,MD,21202,21278,0
Boston,MA,2108,2128,0
Boston,MA,2108,2128,2.4
Boston,MA,2108,2128,2.8
Baltimore,MD,21202,21282,0
Baltimore,MD,21202,21284,0
Baltimore,MD,21202,21285,0
Baltimore,MD,21202,21286,7.2
Baltimore,MD,21202,21286,8.4
Baltimore,MD,21202,21287,0
Baltimore,MD,21202,21288,0
Boston,MA,2108,2129,1.4
Boston,MA,2108,2129,1.8
Baltimore,MD,21202,21297,0
Boston,MA,2108,2130,4.1
Boston,MA,2108,2131,5.8
Boston,MA,2108,2131,6.1
Boston,MA,2108,2132,7.2
Boston,MA,2108,2132,7.3
Boston,MA,2108,2133,0
Boston,MA,2108,2134,3.5
Boston,MA,2108,2135,4.6
Boston,MA,2108,2135,4.8
Boston,MA,2108,2136,7.6
Boston,MA,2108,2136,8
Boston,MA,2108,2138,2.6
Boston,MA,2108,2138,3.6
Boston,MA,2108,2139,2.1
Boston,MA,2108,2139,2.6
Boston,MA,2108,2140,2.6
Boston,MA,2108,2140,4.1
Baltimore,MD,21202,21401,22.1
Washington,DC,20006,21401,28.9
Baltimore,MD,21202,21402,22.1
Washington,DC,20006,21402,28.9
Baltimore,MD,21202,21403,22.1
Washington,DC,20006,21403,28.9
Baltimore,MD,21202,21404,22.1
Washington,DC,20006,21404,28.9
Baltimore,MD,21202,21405,18.9
Baltimore,MD,21202,21409,22.1
Washington,DC,20006,21409,28.9
Boston,MA,2108,2141,1.4
Boston,MA,2108,2141,2.6
Boston,MA,2108,2142,0
Boston,MA,2108,2142,1.1
Boston,MA,2108,2142,2.6
Boston,MA,2108,2143,2.4
Boston,MA,2108,2143,3.3
Boston,MA,2108,2144,3.3
Boston,MA,2108,2144,4.1
Boston,MA,2108,2145,2.7
Boston,MA,2108,2145,3.3
Boston,MA,2108,2148,4.9
Boston,MA,2108,2148,5.3
Boston,MA,2108,2149,3.6
Boston,MA,2108,2149,3.7
Boston,MA,2108,2150,3.1
Boston,MA,2108,2150,3.3
Boston,MA,2108,2151,5
Boston,MA,2108,2151,5.4
Boston,MA,2108,2152,4.5
Boston,MA,2108,2153,5.3
Boston,MA,2108,2155,4.9
Boston,MA,2108,2155,5.3
Baltimore,MD,21202,21620,27.1
Boston,MA,2108,2163,0
Boston,MA,2108,2163,3
Baltimore,MD,21202,21661,25
Baltimore,MD,21202,21666,29.2
Baltimore,MD,21202,21678,28.3
Boston,MA,2108,2169,6.7
Boston,MA,2108,2169,8.2
Boston,MA,2108,2170,6.7
Boston,MA,2108,2171,5.5
Boston,MA,2108,2171,6.7
Baltimore,MD,21202,21737,21.2
Washington,DC,20006,21737,23.5
Baltimore,MD,21202,21738,20.6
Washington,DC,20006,21738,25.8
Boston,MA,2108,2176,7
Boston,MA,2108,2176,7.2
Baltimore,MD,21202,21771,29.1
Baltimore,MD,21202,21784,19.5
Baltimore,MD,21202,21794,17.8
Washington,DC,20006,21794,27.5
Baltimore,MD,21202,21797,23.3
Washington,DC,20006,21797,29.8
Boston,MA,2108,2180,8.6
Boston,MA,2108,2180,8.7
Boston,MA,2108,2184,10.7
Boston,MA,2108,2184,10.8
Boston,MA,2108,2185,10.7
Boston,MA,2108,2186,7.3
Boston,MA,2108,2186,8.1
Boston,MA,2108,2188,11.4
Boston,MA,2108,2188,11.8
Boston,MA,2108,2189,12.1
Boston,MA,2108,2189,12.2
Boston,MA,2108,2190,13.6
Boston,MA,2108,2190,14.3
Boston,MA,2108,2191,10
Boston,MA,2108,2196,0
Boston,MA,2108,2199,0
Boston,MA,2108,2199,1.2
Washington,DC,20006,22003,10.4
Washington,DC,20006,22003,12.3
Washington,DC,20006,22009,15.2
Washington,DC,20006,22015,14.8
Washington,DC,20006,22015,15.2
Washington,DC,20006,22025,27.6
Washington,DC,20006,22026,27.6
Washington,DC,20006,22027,9.6
Washington,DC,20006,22027,10
Washington,DC,20006,22027,12.7
Boston,MA,2108,2203,0
Washington,DC,20006,22030,15.8
Washington,DC,20006,22030,16.9
Washington,DC,20006,22031,12.1
Washington,DC,20006,22031,16.9
Washington,DC,20006,22032,14.5
Washington,DC,20006,22032,16.9
Washington,DC,20006,22033,16.9
Washington,DC,20006,22033,18.6
Washington,DC,20006,22035,16.9
Washington,DC,20006,22036,16.9
Washington,DC,20006,22037,16.9
Washington,DC,20006,22038,16.9
Washington,DC,20006,22039,17.6
Washington,DC,20006,22039,18.5
Washington,DC,20006,22040,7.6
Washington,DC,20006,22041,6.3
Washington,DC,20006,22041,7.6
Washington,DC,20006,22042,7.6
Washington,DC,20006,22042,8.2
Washington,DC,20006,22043,7.6
Washington,DC,20006,22043,8.4
Washington,DC,20006,22044,6.5
Washington,DC,20006,22044,7.6
Washington,DC,20006,22046,7.5
Washington,DC,20006,22046,7.6
Boston,MA,2108,2205,0
Boston,MA,2108,2206,0
Washington,DC,20006,22060,14.4
Washington,DC,20006,22060,15.2
Washington,DC,20006,22066,15.8
Washington,DC,20006,22066,16.4
Washington,DC,20006,22079,16.4
Washington,DC,20006,22079,17.6
Washington,DC,20006,22081,10.6
Washington,DC,20006,22096,17.1
Boston,MA,2108,2210,0
Boston,MA,2108,2210,1.2
Washington,DC,20006,22101,7.2
Washington,DC,20006,22102,10.1
Washington,DC,20006,22103,8
Boston,MA,2108,2211,0
Washington,DC,20006,22116,10.6
Boston,MA,2108,2212,0
